Imperial Corner,Commercial Shop,3273,"Park Street, Kolkata, West Bengal 700016",6849376,"Visionary Innovator, Resilient Builder, Opportunity Hunter",HORECA,imperialcorner872@business.com
Heritage Street,Restaurant Space,3458,"Connaught Place, New Delhi, Delhi 110001",15318949,Opportunity Hunter,HORECA,heritagestreet1606@business.com
Urban Dhaba,Commercial Shop,1648,"Sector 17 Plaza, Chandigarh 160017",9467467,Resilient Builder,HORECA,urbandhaba9211@business.com
Bombay Kitchen,Commercial Shop,3136,"Park Street, Kolkata, West Bengal 700016",8774603,"Execution Specialist, Visionary Innovator, Persuasive Networker",HORECA,bombaykitchen6019@business.com
Chai Adda,Restaurant Space,809,"Janpath Road, Bhubaneswar, Odisha 751001",14730114,Adaptive Problem Solver,HORECA,chaiadda6568@business.com
Tandoor Cafe,Mall Kiosk,3997,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",1436199,"Execution Specialist, Opportunity Hunter",HORECA,tandoorcafe1432@business.com
Spice Cafe,Standalone Building,1671,"Connaught Place, New Delhi, Delhi 110001",10990002,Execution Specialist,HORECA,spicecafe480@business.com
Elite Bistro,Standalone Building,2617,"Brigade Road, Bengaluru, Karnataka 560001",4326624,"Resilient Builder, Strategic Planner",HORECA,elitebistro916@business.com
Tandoor Dhaba,Restaurant Space,304,"Park Street, Kolkata, West Bengal 700016",2773136,Visionary Innovator,HORECA,tandoordhaba118@business.com
Hyderabadi Kitchen,Food Court Stall,3654,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Execution Specialist, Opportunity Hunter",HORECA,hyderabadikitchen4829@business.com
Punjab Dhaba,Food Court Stall,3716,"Sector 17 Plaza, Chandigarh 160017",10311775,"Persuasive Networker, Execution Specialist, Opportunity Hunter",HORECA,punjabdhaba8483@business.com
Madras Dhaba,Retail Space,3265,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,"Resilient Builder, Persuasive Networker, Visionary Innovator",HORECA,madrasdhaba9842@business.com
Delhi Street,Standalone Building,503,"Sector 17 Plaza, Chandigarh 160017",0,"Visionary Innovator, Persuasive Networker, Strategic Planner",HORECA,delhistreet2949@business.com
Hungry House,Food Court Stall,396,"Janpath Road, Bhubaneswar, Odisha 751001",5675875,"Adaptive Problem Solver, Strategic Planner",HORECA,hungryhouse8246@business.com
Spice Dhaba,Retail Space,949,"Brigade Road, Bengaluru, Karnataka 560001",4364325,Adaptive Problem Solver,HORECA,spicedhaba6782@business.com
Royal Dhaba,Retail Space,2341,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",12879438,"Opportunity Hunter, Resilient Builder, Strategic Planner",HORECA,royaldhaba950@business.com
Velvet House,Standalone Building,3883,"Connaught Place, New Delhi, Delhi 110001",2655000,Persuasive Networker,HORECA,velvethouse6047@business.com
Desi Adda,Retail Space,3574,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Resilient Builder, Opportunity Hunter, Confident Leader",HORECA,desiadda1270@business.com
Urban Bistro,Restaurant Space,3714,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",4194605,"Resilient Builder, Strategic Planner, Adaptive Problem Solver",HORECA,urbanbistro6858@business.com
Hungry Corner,Restaurant Space,676,"Connaught Place, New Delhi, Delhi 110001",2625732,Resilient Builder,HORECA,hungrycorner6082@business.com
Kolkata Street,Restaurant Space,3092,"Brigade Road, Bengaluru, Karnataka 560001",0,"Visionary Innovator, Persuasive Networker, Strategic Planner",HORECA,kolkatastreet3374@business.com
Kolkata House,Mall Kiosk,1247,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,Persuasive Networker,HORECA,kolkatahouse2630@business.com
Madras Dhaba,Standalone Building,693,"SG Highway, Ahmedabad, Gujarat 380015",6223919,Execution Specialist,HORECA,madrasdhaba9583@business.com
Madras Cafe,Restaurant Space,762,"Brigade Road, Bengaluru, Karnataka 560001",0,"Opportunity Hunter, Strategic Planner",HORECA,madrascafe2869@business.com
Bombay Corner,Mall Kiosk,3301,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,Resilient Builder,HORECA,bombaycorner3091@business.com
Hungry Bistro,Standalone Building,3126,"Janpath Road, Bhubaneswar, Odisha 751001",0,"Strategic Planner, Confident Leader",HORECA,hungrybistro736@business.com
Golden House,Commercial Shop,1100,"Ring Road, Surat, Gujarat 395002",0,Confident Leader,HORECA,goldenhouse7205@business.com
Masala Cafe,Standalone Building,2222,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,"Visionary Innovator, Resilient Builder, Persuasive Networker",HORECA,masalacafe7582@business.com
Delhi Cafe,Standalone Building,522,"MI Road, Jaipur, Rajasthan 302001",13888125,Resilient Builder,HORECA,delhicafe9641@business.com
Urban Street,Retail Space,2287,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Strategic Planner, Adaptive Problem Solver",HORECA,urbanstreet5300@business.com
Elite Kitchen,Food Court Stall,1473,"MG Road, Kochi, Kerala 682016",9815080,"Confident Leader, Resilient Builder",HORECA,elitekitchen2121@business.com
Chai Dhaba,Commercial Shop,1254,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,Execution Specialist,HORECA,chaidhaba196@business.com
Madras House,Retail Space,3248,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",10657475,"Adaptive Problem Solver, Opportunity Hunter, Confident Leader",HORECA,madrashouse7246@business.com
Imperial Street,Food Court Stall,1211,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Strategic Planner, Opportunity Hunter",HORECA,imperialstreet1309@business.com
Biryani Bistro,Commercial Shop,2052,"FC Road, Shivajinagar, Pune, Maharashtra 411005",14786567,"Strategic Planner, Persuasive Networker, Opportunity Hunter",HORECA,biryanibistro556@business.com
Bombay Dhaba,Retail Space,2353,"SG Highway, Ahmedabad, Gujarat 380015",0,"Adaptive Problem Solver, Persuasive Networker, Execution Specialist",HORECA,bombaydhaba5005@business.com
Hyderabadi Kitchen,Retail Space,345,"SG Highway, Ahmedabad, Gujarat 380015",4399997,Execution Specialist,HORECA,hyderabadikitchen9584@business.com
Hyderabadi Street,Commercial Shop,1659,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",4853712,Persuasive Networker,HORECA,hyderabadistreet8528@business.com
Heritage Kitchen,Mall Kiosk,1580,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,Persuasive Networker,HORECA,heritagekitchen8994@business.com
Heritage House,Standalone Building,732,"MI Road, Jaipur, Rajasthan 302001",0,"Opportunity Hunter, Visionary Innovator, Confident Leader",HORECA,heritagehouse2691@business.com
Hungry Kitchen,Food Court Stall,2476,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",3217292,"Execution Specialist, Persuasive Networker",HORECA,hungrykitchen8946@business.com
Velvet House,Restaurant Space,2790,"Sector 17 Plaza, Chandigarh 160017",16078163,Adaptive Problem Solver,HORECA,velvethouse290@business.com
Velvet Street,Standalone Building,1116,"SG Highway, Ahmedabad, Gujarat 380015",6649919,Execution Specialist,HORECA,velvetstreet2300@business.com
Hungry Kitchen,Restaurant Space,3433,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",2046742,Opportunity Hunter,HORECA,hungrykitchen8213@business.com
Kolkata House,Retail Space,3158,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",1757669,"Resilient Builder, Opportunity Hunter",HORECA,kolkatahouse2515@business.com
Chai Kitchen,Food Court Stall,3051,"Ring Road, Surat, Gujarat 395002",6969229,Resilient Builder,HORECA,chaikitchen2343@business.com
Hyderabadi Adda,Standalone Building,2164,"SG Highway, Ahmedabad, Gujarat 380015",2187185,"Execution Specialist, Visionary Innovator, Resilient Builder",HORECA,hyderabadiadda4965@business.com
Imperial Corner,Mall Kiosk,3004,"Brigade Road, Bengaluru, Karnataka 560001",3492940,"Visionary Innovator, Confident Leader, Opportunity Hunter",HORECA,imperialcorner4238@business.com
Kolkata Bistro,Food Court Stall,2780,"Janpath Road, Bhubaneswar, Odisha 751001",2167585,"Visionary Innovator, Opportunity Hunter",HORECA,kolkatabistro4928@business.com
Spice House,Food Court Stall,1071,"FC Road, Shivajinagar, Pune, Maharashtra 411005",2538818,"Opportunity Hunter, Adaptive Problem Solver, Resilient Builder",HORECA,spicehouse6794@business.com
Hyderabadi Adda,Retail Space,382,"Janpath Road, Bhubaneswar, Odisha 751001",3155588,"Visionary Innovator, Opportunity Hunter",HORECA,hyderabadiadda6713@business.com
Delhi Corner,Mall Kiosk,555,"Brigade Road, Bengaluru, Karnataka 560001",3124014,Persuasive Networker,HORECA,delhicorner2028@business.com
Masala House,Restaurant Space,2549,"FC Road, Shivajinagar, Pune, Maharashtra 411005",5625161,Adaptive Problem Solver,HORECA,masalahouse9518@business.com
Chai Cafe,Restaurant Space,1790,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Adaptive Problem Solver, Execution Specialist",HORECA,chaicafe3867@business.com
Hungry Dhaba,Food Court Stall,2791,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",19312084,Persuasive Networker,HORECA,hungrydhaba3260@business.com
Tandoor Adda,Mall Kiosk,1551,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,Resilient Builder,HORECA,tandooradda7350@business.com
Velvet Cafe,Retail Space,1556,"Park Street, Kolkata, West Bengal 700016",11992404,Execution Specialist,HORECA,velvetcafe8271@business.com
Imperial House,Food Court Stall,1537,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",3273084,Visionary Innovator,HORECA,imperialhouse4918@business.com
Elite Kitchen,Food Court Stall,1860,"MG Road, Kochi, Kerala 682016",6992283,"Resilient Builder, Strategic Planner",HORECA,elitekitchen7256@business.com
Elite Kitchen,Mall Kiosk,3873,"Janpath Road, Bhubaneswar, Odisha 751001",19528307,Strategic Planner,HORECA,elitekitchen6698@business.com
Hungry Corner,Food Court Stall,970,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,"Adaptive Problem Solver, Persuasive Networker",HORECA,hungrycorner3942@business.com
Chai House,Mall Kiosk,934,"Ring Road, Surat, Gujarat 395002",0,Visionary Innovator,HORECA,chaihouse5114@business.com
Heritage Kitchen,Standalone Building,1964,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",19855394,"Execution Specialist, Adaptive Problem Solver",HORECA,heritagekitchen1781@business.com
Masala Bistro,Retail Space,2280,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Resilient Builder, Strategic Planner",HORECA,masalabistro4168@business.com
Velvet Adda,Retail Space,2449,"Park Street, Kolkata, West Bengal 700016",0,"Confident Leader, Strategic Planner",HORECA,velvetadda7597@business.com
Delhi Cafe,Commercial Shop,2570,"Ring Road, Surat, Gujarat 395002",1024683,Confident Leader,HORECA,delhicafe6299@business.com
Bombay Cafe,Restaurant Space,3643,"Janpath Road, Bhubaneswar, Odisha 751001",0,Adaptive Problem Solver,HORECA,bombaycafe2801@business.com
Madras House,Standalone Building,1539,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",4863006,"Resilient Builder, Strategic Planner, Execution Specialist",HORECA,madrashouse8437@business.com
Urban Bistro,Standalone Building,3619,"Connaught Place, New Delhi, Delhi 110001",6488514,"Confident Leader, Opportunity Hunter",HORECA,urbanbistro4172@business.com
Bombay Corner,Retail Space,1732,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Visionary Innovator, Execution Specialist, Confident Leader",HORECA,bombaycorner6550@business.com
Kolkata Kitchen,Commercial Shop,388,"Brigade Road, Bengaluru, Karnataka 560001",5688947,"Adaptive Problem Solver, Resilient Builder, Execution Specialist",HORECA,kolkatakitchen4467@business.com
Tandoor Kitchen,Mall Kiosk,1021,"Ring Road, Surat, Gujarat 395002",654710,"Confident Leader, Persuasive Networker, Execution Specialist",HORECA,tandoorkitchen287@business.com
Madras Cafe,Standalone Building,1458,"Ring Road, Surat, Gujarat 395002",5213617,"Resilient Builder, Execution Specialist, Strategic Planner",HORECA,madrascafe211@business.com
Heritage Dhaba,Retail Space,668,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",2229046,"Resilient Builder, Visionary Innovator, Strategic Planner",HORECA,heritagedhaba1599@business.com
Kolkata Adda,Standalone Building,1508,"Sector 17 Plaza, Chandigarh 160017",0,"Confident Leader, Visionary Innovator, Strategic Planner",HORECA,kolkataadda9806@business.com
Urban Street,Standalone Building,1609,"Sector 17 Plaza, Chandigarh 160017",1406186,Visionary Innovator,HORECA,urbanstreet1071@business.com
Chai Bistro,Mall Kiosk,1097,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",4813320,Visionary Innovator,HORECA,chaibistro2149@business.com
Hyderabadi Cafe,Standalone Building,793,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,Adaptive Problem Solver,HORECA,hyderabadicafe1466@business.com
Madras Bistro,Retail Space,2817,"Connaught Place, New Delhi, Delhi 110001",3763213,"Execution Specialist, Adaptive Problem Solver, Strategic Planner",HORECA,madrasbistro3794@business.com
Bombay Adda,Food Court Stall,1981,"FC Road, Shivajinagar, Pune, Maharashtra 411005",5807012,"Opportunity Hunter, Adaptive Problem Solver, Execution Specialist",HORECA,bombayadda448@business.com
Biryani Dhaba,Standalone Building,3074,"Sector 17 Plaza, Chandigarh 160017",14161426,Visionary Innovator,HORECA,biryanidhaba5703@business.com
Bombay Kitchen,Standalone Building,3039,"Sector 17 Plaza, Chandigarh 160017",0,"Execution Specialist, Persuasive Networker, Visionary Innovator",HORECA,bombaykitchen9636@business.com
Imperial Cafe,Commercial Shop,575,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",19623753,"Persuasive Networker, Confident Leader, Opportunity Hunter",HORECA,imperialcafe2166@business.com
Spice Bistro,Restaurant Space,1367,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,Resilient Builder,HORECA,spicebistro4534@business.com
Spice Bistro,Standalone Building,911,"Brigade Road, Bengaluru, Karnataka 560001",9603778,"Adaptive Problem Solver, Visionary Innovator",HORECA,spicebistro5534@business.com
Delhi Adda,Food Court Stall,2165,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,Adaptive Problem Solver,HORECA,delhiadda9849@business.com
Royal Street,Restaurant Space,589,"Brigade Road, Bengaluru, Karnataka 560001",0,"Strategic Planner, Visionary Innovator",HORECA,royalstreet4385@business.com
Heritage Adda,Standalone Building,1816,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",5308022,"Resilient Builder, Adaptive Problem Solver",HORECA,heritageadda9914@business.com
Elite Street,Mall Kiosk,3166,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",17521551,"Visionary Innovator, Execution Specialist, Adaptive Problem Solver",HORECA,elitestreet8427@business.com
Tandoor House,Commercial Shop,3657,"Janpath Road, Bhubaneswar, Odisha 751001",6464036,"Persuasive Networker, Confident Leader, Resilient Builder",HORECA,tandoorhouse7941@business.com
Bombay Cafe,Restaurant Space,2732,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",4041111,"Adaptive Problem Solver, Confident Leader, Execution Specialist",HORECA,bombaycafe1919@business.com
Elite House,Commercial Shop,2467,"Ring Road, Surat, Gujarat 395002",1653088,Strategic Planner,HORECA,elitehouse8029@business.com
Madras Adda,Food Court Stall,2671,"Park Street, Kolkata, West Bengal 700016",1941830,"Adaptive Problem Solver, Execution Specialist",HORECA,madrasadda6257@business.com
Royal Adda,Retail Space,3588,"MI Road, Jaipur, Rajasthan 302001",4656135,"Execution Specialist, Confident Leader",HORECA,royaladda8730@business.com
Hyderabadi Kitchen,Retail Space,2164,"Connaught Place, New Delhi, Delhi 110001",0,"Opportunity Hunter, Persuasive Networker, Execution Specialist",HORECA,hyderabadikitchen1671@business.com
Hyderabadi Adda,Food Court Stall,1248,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",0,"Visionary Innovator, Adaptive Problem Solver",HORECA,hyderabadiadda979@business.com
Velvet Bistro,Food Court Stall,1361,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",14462836,"Opportunity Hunter, Persuasive Networker, Strategic Planner",HORECA,velvetbistro3184@business.com
Hyderabadi Cafe,Retail Space,584,"MG Road, Kochi, Kerala 682016",0,"Adaptive Problem Solver, Execution Specialist",HORECA,hyderabadicafe6031@business.com
Golden House,Retail Space,2846,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,Persuasive Networker,HORECA,goldenhouse1686@business.com
Bombay Cafe,Retail Space,3937,"Park Street, Kolkata, West Bengal 700016",1066162,"Opportunity Hunter, Strategic Planner, Persuasive Networker",HORECA,bombaycafe7347@business.com
Punjab Corner,Food Court Stall,1606,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,"Persuasive Networker, Opportunity Hunter",HORECA,punjabcorner2440@business.com
Delhi Cafe,Standalone Building,1440,"Sector 17 Plaza, Chandigarh 160017",11369091,"Adaptive Problem Solver, Resilient Builder, Opportunity Hunter",HORECA,delhicafe3765@business.com
Golden House,Commercial Shop,2262,"MG Road, Kochi, Kerala 682016",647197,Strategic Planner,HORECA,goldenhouse1794@business.com
Desi Cafe,Commercial Shop,1158,"FC Road, Shivajinagar, Pune, Maharashtra 411005",9334687,"Visionary Innovator, Adaptive Problem Solver",HORECA,desicafe9273@business.com
Delhi Corner,Retail Space,2340,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",9401343,Strategic Planner,HORECA,delhicorner7640@business.com
Spice Dhaba,Mall Kiosk,3819,"Brigade Road, Bengaluru, Karnataka 560001",0,"Resilient Builder, Adaptive Problem Solver",HORECA,spicedhaba5864@business.com
Heritage Dhaba,Commercial Shop,2487,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",15865407,Visionary Innovator,HORECA,heritagedhaba823@business.com
Imperial Dhaba,Commercial Shop,1660,"Sector 17 Plaza, Chandigarh 160017",2929763,Visionary Innovator,HORECA,imperialdhaba5559@business.com
Golden Kitchen,Commercial Shop,349,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",2121858,"Confident Leader, Opportunity Hunter, Strategic Planner",HORECA,goldenkitchen2030@business.com
Royal Kitchen,Commercial Shop,898,"MI Road, Jaipur, Rajasthan 302001",10329228,Resilient Builder,HORECA,royalkitchen1053@business.com
Punjab Kitchen,Food Court Stall,692,"MG Road, Kochi, Kerala 682016",2392697,"Strategic Planner, Persuasive Networker, Opportunity Hunter",HORECA,punjabkitchen8828@business.com
Tandoor Dhaba,Food Court Stall,830,"Janpath Road, Bhubaneswar, Odisha 751001",1794889,"Visionary Innovator, Confident Leader, Execution Specialist",HORECA,tandoordhaba415@business.com
Bombay Bistro,Commercial Shop,2907,"Brigade Road, Bengaluru, Karnataka 560001",1472445,"Visionary Innovator, Strategic Planner",HORECA,bombaybistro3971@business.com
Desi Kitchen,Retail Space,1034,"Brigade Road, Bengaluru, Karnataka 560001",0,"Strategic Planner, Opportunity Hunter",HORECA,desikitchen8826@business.com
Madras Street,Standalone Building,2725,"FC Road, Shivajinagar, Pune, Maharashtra 411005",2063127,Visionary Innovator,HORECA,madrasstreet3840@business.com
Madras Corner,Retail Space,922,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",7866284,"Visionary Innovator, Resilient Builder, Strategic Planner",HORECA,madrascorner8096@business.com
Royal Cafe,Mall Kiosk,1163,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",17312401,Persuasive Networker,HORECA,royalcafe5047@business.com
Madras Adda,Standalone Building,1437,"MG Road, Kochi, Kerala 682016",4896360,"Adaptive Problem Solver, Persuasive Networker, Opportunity Hunter",HORECA,madrasadda7981@business.com
Punjab Street,Mall Kiosk,3943,"Brigade Road, Bengaluru, Karnataka 560001",0,"Adaptive Problem Solver, Execution Specialist",HORECA,punjabstreet8310@business.com
Delhi Adda,Food Court Stall,2159,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,"Execution Specialist, Visionary Innovator",HORECA,delhiadda8921@business.com
Spice Kitchen,Commercial Shop,3437,"SG Highway, Ahmedabad, Gujarat 380015",15237598,"Visionary Innovator, Adaptive Problem Solver, Persuasive Networker",HORECA,spicekitchen8552@business.com
Bombay Dhaba,Standalone Building,3819,"Janpath Road, Bhubaneswar, Odisha 751001",0,Strategic Planner,HORECA,bombaydhaba7582@business.com
Royal House,Standalone Building,2156,"Ring Road, Surat, Gujarat 395002",0,"Adaptive Problem Solver, Strategic Planner",HORECA,royalhouse2147@business.com
Urban Cafe,Commercial Shop,318,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Persuasive Networker, Confident Leader, Resilient Builder",HORECA,urbancafe3793@business.com
Desi Adda,Commercial Shop,3717,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",15707997,"Strategic Planner, Persuasive Networker, Opportunity Hunter",HORECA,desiadda7227@business.com
Tandoor Dhaba,Restaurant Space,2935,"Janpath Road, Bhubaneswar, Odisha 751001",1278678,"Execution Specialist, Confident Leader",HORECA,tandoordhaba4436@business.com
Masala Cafe,Standalone Building,485,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",12899639,"Confident Leader, Strategic Planner, Visionary Innovator",HORECA,masalacafe9984@business.com
Biryani Kitchen,Commercial Shop,1128,"MI Road, Jaipur, Rajasthan 302001",1087667,"Strategic Planner, Resilient Builder",HORECA,biryanikitchen3407@business.com
Desi Street,Commercial Shop,1903,"Janpath Road, Bhubaneswar, Odisha 751001",4146429,Execution Specialist,HORECA,desistreet3980@business.com
Urban Bistro,Food Court Stall,1729,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,Strategic Planner,HORECA,urbanbistro803@business.com
Heritage Adda,Restaurant Space,3725,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",11063711,"Visionary Innovator, Strategic Planner",HORECA,heritageadda5464@business.com
Bombay Bistro,Restaurant Space,3444,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",16528812,"Confident Leader, Execution Specialist, Strategic Planner",HORECA,bombaybistro657@business.com
Masala Cafe,Food Court Stall,2093,"Ring Road, Surat, Gujarat 395002",6832647,Execution Specialist,HORECA,masalacafe4970@business.com
Delhi Kitchen,Retail Space,3612,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",2157541,Confident Leader,HORECA,delhikitchen3428@business.com
Desi Street,Commercial Shop,977,"FC Road, Shivajinagar, Pune, Maharashtra 411005",11389549,Resilient Builder,HORECA,desistreet5291@business.com
Royal Kitchen,Mall Kiosk,709,"Brigade Road, Bengaluru, Karnataka 560001",1418543,"Visionary Innovator, Persuasive Networker",HORECA,royalkitchen1755@business.com
Punjab Street,Standalone Building,472,"Ring Road, Surat, Gujarat 395002",18852217,"Visionary Innovator, Resilient Builder, Opportunity Hunter",HORECA,punjabstreet7941@business.com
Biryani House,Standalone Building,2991,"Ring Road, Surat, Gujarat 395002",16991405,"Opportunity Hunter, Strategic Planner",HORECA,biryanihouse6460@business.com
Tandoor Corner,Mall Kiosk,2395,"Ring Road, Surat, Gujarat 395002",7430787,"Adaptive Problem Solver, Confident Leader",HORECA,tandoorcorner667@business.com
Delhi House,Food Court Stall,3982,"Janpath Road, Bhubaneswar, Odisha 751001",0,Execution Specialist,HORECA,delhihouse5872@business.com
Tandoor Corner,Retail Space,1136,"MI Road, Jaipur, Rajasthan 302001",4569322,"Execution Specialist, Visionary Innovator, Confident Leader",HORECA,tandoorcorner7688@business.com
Hyderabadi Kitchen,Standalone Building,2459,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,"Adaptive Problem Solver, Opportunity Hunter, Visionary Innovator",HORECA,hyderabadikitchen4990@business.com
Chai Adda,Standalone Building,747,"T Nagar Ranganathan Street, Chennai, Tamil Nadu 600017",0,"Visionary Innovator, Persuasive Networker",HORECA,chaiadda1221@business.com
Golden Dhaba,Standalone Building,3668,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",0,"Persuasive Networker, Confident Leader, Execution Specialist",HORECA,goldendhaba4816@business.com
Masala Corner,Retail Space,2812,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",1087930,"Execution Specialist, Strategic Planner, Confident Leader",HORECA,masalacorner5761@business.com
Chai Adda,Mall Kiosk,722,"MI Road, Jaipur, Rajasthan 302001",13257165,"Resilient Builder, Visionary Innovator",HORECA,chaiadda1305@business.com
Heritage Dhaba,Food Court Stall,1900,"MG Road, Kochi, Kerala 682016",6139478,"Strategic Planner, Persuasive Networker, Opportunity Hunter",HORECA,heritagedhaba9570@business.com
Hyderabadi Adda,Standalone Building,2910,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",19365130,Strategic Planner,HORECA,hyderabadiadda195@business.com
Desi Cafe,Standalone Building,3593,"FC Road, Shivajinagar, Pune, Maharashtra 411005",0,"Persuasive Networker, Strategic Planner, Confident Leader",HORECA,desicafe4125@business.com
Bombay Kitchen,Standalone Building,1114,"MI Road, Jaipur, Rajasthan 302001",15186403,"Opportunity Hunter, Resilient Builder",HORECA,bombaykitchen2827@business.com
Bombay Bistro,Mall Kiosk,1857,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",12969527,"Visionary Innovator, Persuasive Networker",HORECA,bombaybistro3223@business.com
Masala Street,Restaurant Space,3643,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",3249834,"Execution Specialist, Persuasive Networker, Visionary Innovator",HORECA,masalastreet3279@business.com
Royal Bistro,Commercial Shop,945,"Sector 17 Plaza, Chandigarh 160017",16190608,Opportunity Hunter,HORECA,royalbistro4018@business.com
Hyderabadi Cafe,Mall Kiosk,496,"Ring Road, Surat, Gujarat 395002",13611022,Strategic Planner,HORECA,hyderabadicafe2092@business.com
Imperial Cafe,Commercial Shop,2735,"Linking Road, Bandra West, Mumbai, Maharashtra 400050",3192774,"Strategic Planner, Visionary Innovator, Opportunity Hunter",HORECA,imperialcafe5093@business.com
Elite Adda,Food Court Stall,3688,"Janpath Road, Bhubaneswar, Odisha 751001",3770458,"Adaptive Problem Solver, Persuasive Networker, Resilient Builder",HORECA,eliteadda9470@business.com
Velvet Corner,Standalone Building,3328,"Brigade Road, Bengaluru, Karnataka 560001",15021138,"Execution Specialist, Persuasive Networker, Visionary Innovator",HORECA,velvetcorner4331@business.com
Spice Adda,Restaurant Space,3525,"SG Highway, Ahmedabad, Gujarat 380015",0,"Visionary Innovator, Persuasive Networker, Confident Leader",HORECA,spiceadda1810@business.com
Spice House,Restaurant Space,2140,"SG Highway, Ahmedabad, Gujarat 380015",0,"Persuasive Networker, Confident Leader",HORECA,spicehouse4380@business.com
Delhi Bistro,Food Court Stall,2398,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",5070835,"Persuasive Networker, Strategic Planner",HORECA,delhibistro1522@business.com
Biryani Adda,Commercial Shop,561,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",3082943,"Resilient Builder, Strategic Planner",HORECA,biryaniadda3567@business.com
Tandoor Adda,Standalone Building,1032,"Vijay Nagar Square, Indore, Madhya Pradesh 452010",12021446,Resilient Builder,HORECA,tandooradda4450@business.com
Masala House,Retail Space,1984,"Hazratganj Market, Lucknow, Uttar Pradesh 226001",0,Opportunity Hunter,HORECA,masalahouse4183@business.com
Masala Bistro,Food Court Stall,547,"Janpath Road, Bhubaneswar, Odisha 751001",0,Adaptive Problem Solver,HORECA,masalabistro3916@business.com
Kolkata Corner,Commercial Shop,624,"SG Highway, Ahmedabad, Gujarat 380015",0,"Strategic Planner, Resilient Builder",HORECA,kolkatacorner3518@business.com
Velvet Bistro,Standalone Building,3395,"Park Street, Kolkata, West Bengal 700016",3025350,"Resilient Builder, Execution Specialist, Strategic Planner",HORECA,velvetbistro7089@business.com
Delhi Dhaba,Commercial Shop,1361,"Banjara Hills Road No 12, Hyderabad, Telangana 500034",0,"Adaptive Problem Solver, Visionary Innovator, Opportunity Hunter",HORECA,delhidhaba9706@business.com
